title,date,content
"소캐는 그놈의 세계최고,하만 몇% 달성등도 호불호 [11]",2021-11-09 16:49:20,"갈리는 요소지


좀 오그라들어"
요소수 고갈되서 최소1달동안 화물차 정지됐으면 함 [10],2021-11-09 16:48:38,문재앙 탄핵시키고 사형 가즈아~!!
소캐는 그냥 qc때문에 욕먹는게 절반 이상임 [4],2021-11-09 16:48:23,안터진적이 없는 초기제품 불량문제
바쿤유저 부랄찾앗다.,2021-11-09 16:48:05,급매때린다
바쿤유저 고문중이다,2021-11-09 16:46:45,
바쿤유저 특징,2021-11-09 16:45:05,개도 손절한다;
이베이 후기좀 적어주실분있으신가요?,2021-11-09 16:43:41,"지금 싸서 살가 생각중인데  
1. 직구 가능한가요??
2.  기타 후기좀 ....  리퍼로 살까 생각중 "
일본어는 이해할 필요없다,2021-11-09 16:43:38,그냥 들어쳐먹으면된다
이새낀 원효대사 해골물이 뭔지는 아는걸까 [2],2021-11-09 16:42:51,존나 엉뚱한 비유같은데
560s가 좋은 점은 언제 들어도 비슷한 소리가 난다는 거 같다,2021-11-09 16:42:02,"오늘 컨디션이 별로인지 평소 들을 때 너무 좋던 K371이 오늘은 너무 답답하게 들리는데 560s는 여전히 너무 좋다 ㄷㄷㄷㄷㄷ
내일이나 내일 모레쯤 순다라 올 거 같은데 순다라도 들어보고 판단해바야지 ㄷㄷㄷㄷ
기대 많이 된다 ㄷㄷㄷㄷ "
토핑d90se랑 e50 비교해본 사람 없냐,2021-11-09 16:40:17,"어떻게 차이나는지 좀 알려줘
안들리던게 들리고 그런차이인가"
디렘 꼬다리 욕먹는 이유 진짜 설명좀 부탁 [11],2021-11-09 16:35:40,"댓글 보니 구리다는데;;
이유 설명을 안해줘.."
IE900이 감가가 심한이유는 설거지 때문이라고 생각하는게 [14],2021-11-09 16:34:41,"반짝한 외관에 그렇지 못한 찍힘때문 아니냐??

소중하게 쳐 다뤄도 지스스로 설거지 당했더만
벌써 기스랑 찍힘만 몇개가 발견된지 모르겠다
초도불량이 의심될 정도로 개같이도 걸레됐네
파우치에 넣고 다녀도 이지랄 날정도면 씹노답"
모멘텀3 vs 85h 뭐가남?,2021-11-09 16:29:23,"둘다 가격은 23만원대까지 내려왔드라

s20이랑pc에 물려서 쓸려는데 

게임,음감용으로 

둘중 뭐가나을까? "
원나잇ㅋㅋ,2021-11-09 16:29:02,- dc official App
원나잇ㅋㅋ,2021-11-09 16:29:02,- dc official App
디렘 꼬다리 욕먹는 이유가 음질 왜곡 때문임? [3],2021-11-09 16:26:57,"s10e쓰는데 직결하면 코러스 부분 산만하고
꼬다리 쓰면 저음 올라가고 코러스 부분 정리 되던데
정확히 욕먹는 이유가 뭐얌??"
음향시장은 앞으로 중밑잡이 될 듯,2021-11-09 16:26:07,치고올라오는거 보면
하이파이맨은 2009년 미국에서 평판형 헤드폰으로 시작함 [4],2021-11-09 16:23:18,"오디지보다 빨리 시제품을 내놓았고

그후 공장을 중국에 짓게되며

차이파이 브랜드로 알려지게됨

Ceo가 중국계  미국인인이라 그런듯?"
브레이버리 220달러 ㅇㅇ [3],2021-11-09 16:21:52,광군제 할인때보다 더 쌈
헬쥐폰 가지고 dap 처럼 쓰는병신들 그냥 dap을 사라 [2],2021-11-09 16:20:31,몇푼이나 한다고 ㅋㅋ
토핑 d90se랑 e50 둘 비청해본 사람 있냐,2021-11-09 16:19:22,얼만큼 어떻게 차이나냐?
애플식 친환경정책 [4/1],2021-11-09 16:18:47,
기생충 현실판= 문재앙 딸 문다혜가족,2021-11-09 16:18:03,기생충이 현실에도 존재하는구마잉
친환경이니 비건이니 다 위선에 불과함 [2],2021-11-09 16:15:09,"진정한 친환경은 인류가 멸종하는게 친환경임

한사람이 하루만 더 살아도 일단 일어나서 씻는 비누,샴푸 소비량만 어마어마하고 이게 지구를 얼마나 오염시키는데 ㅋㅋㅋㅋㅋ"
난 이거 킨게 더 좋게 들이던데 [4],2021-11-09 16:14:42,돌비도 꺼야함?
결국 dac/amp은 인식이 중요한거네..,2021-11-09 16:14:13,"신호를 변환하고 증폭시키는 과정에서 모종의 이유로 반드시 노이즈가 같이 소개되는대..


이 노이즈가 아주 작아서 사람이 느끼지 못할정도인 제품이 잇고

이 노이즈가 사람이 체감할수 잇는 정도이지만, 음악감상에 긍정적인 영향을 주는 제품들이 잇구..

이 노이즈가 음감에 부정적인 영향을 주는 제품들이 잇다는 소리잖아..


내 생각에는 첫번째가 제일 이상적인 것 같은데

보통 가격은 두번째가 훨씬 비싸더라구.."
씨오디오 브레비버리 국내 판매시작 [4],2021-11-09 16:11:47,"음현사 스토어에서..


- dc official App"
3.5단자 없애면 [10],2021-11-09 16:11:39,"서비스에 대한 대책이라도 있어야되는데

불편함을 소비자한테 전가함

꼬다리라도 주던가 번들 무선이라도 주던가 걍 단자없애면 끝? 애플이 하니까 다른 애미디진 회사들도 따라하는것도 좆갇은 부분"
까다로운 라놀린도 인정한 꼬다리 [1],2021-11-09 16:11:04,"소캐 디렘댁

FiiO ka3"
ie500pro 비슷한거 추천좀 [1],2021-11-09 16:10:47,플루트 노래 좋아함
미래에 범죄를 저지를 사람을 강제로 잡아넣어야하냐 [1],2021-11-09 16:10:11,"아니면 피해자가 발생하고나서 잡아넣어야하냐

살인이나 강간은 피해받은거 되돌릴수 없자너

미래에 발생할 피해를 예방할수있는데 안하는것도 문제고 하는것도 문제노 ㅋㅋㅋㅋ"
알리에서 xd05 영끌해서 한 7.6만원이면 살거같은데 괜춘?,2021-11-09 16:08:27,이정도면 혜자냐
꼬다리 진짜 애미창년 좆찐따같은데 ㅋㅋㅋㅋㅋㅋㅋ [4/1],2021-11-09 16:06:39,"스맛폰에 이어폰단자도 없음 ㅋㅋ 



3.5 단자 없애면 뭐 여러가지 더 성능을 좋게 한다나? ㅋ


개소리라고 생각됨 꼬다리 쳐달고 그 위에다가 이어폰 꽂고 



거추장 스럽게 뭔 병신짓이래 ㅋㅋ "
갤럭시랑 아이폰 음질 차이가 큼?? [7],2021-11-09 16:04:37,룩딸 아이폰이 음질 더 좋았던거야?
순다라 저음역대는 어떰?,2021-11-09 16:02:49,평판형은 저음 양보다 질이라던데 궁금하네...
퀘다리 중고가 방어 왜케 잘되내 [2],2021-11-09 16:01:16,"수시로 13만원에 풀렸는데

중고가 보면 11만원~12민원 엄ㅋㅋㅋ"
헤드폰 커케 파는 청음샵있나,2021-11-09 16:01:14,"아리아 커케 사야되는데
직접가서 사들고오고싶음"
외이도염 걸리는 애들 특 [23],2021-11-09 16:00:30,"더러움

안씻어서 몸에서 냄새남
- 수듄"
중고 30만원대 포터블덱앰 추천좀 [5],2021-11-09 15:59:43,"일단 모조는 알고있고 다른거 있으면 추천좀
꼬다리 추천 안받음"
다이소 몰 헤드폰 [1],2021-11-09 15:58:38,상상도 못한 젠하이저 ㄴㅇㄱ
보닌 궁금한 거 있음,2021-11-09 15:56:35,"hq 플레이어 사면 댁 안 사도 되는거임?
댁 필터 거르고 필터링 한다며"
짭타프로 완성했다 [4],2021-11-09 15:55:58,"확실히 짭타프로용 헤어밴드를 쓰니깐 귀에 밀착 되는 게 느껴져서 좋다 ㅎ
케이블도 걍 싼 거 샀는데 나쁘지 않고 좋네
여까지 오면서 돈 써보고 든 생각은 걍 ""포타프로 정품 사라""
재미 있었던 건 부인 못하겠는데 돈도 정품사는만큼 들어가기도 했고 중궈국에서 오는 거 매번 기다리고 어쩌고 존나 귀찮았음 ㅋㅋㅋㅋㅋ"
모멘텀3 무선 연결으로 롤같은거 할때 사용가능? [2],2021-11-09 15:55:27,"뭔가 게임용 헤드셋이랑

아웃도어용이랑 합치고 싶은데

무리일려나?? 

컴에 aptx ll동글 달아서

무선게임용으로 사용가능??

레이저 opus가 나으려나? 흠.."
이어폰 쳐듣다가 보청기 끼는 병신들은 자살추천함 ㅋㅋ [3],2021-11-09 15:55:24,"아직 10대인데 보청기 껴야 되는 애들 나올때 개웃기더라 ㅋㅋ



얼마나 애미없이 볼륨 키우고 쳐 들었으면 그지경되냐 ㅋㅋ



씨발 감각도 없어서 귀 병신되가는 느낌도 못 느끼나보네 어휴 "
에어팟3 노이즈캔슬링없음? [6],2021-11-09 15:55:04,근데 왜비쌈
요새 넘 귀가 아퍄 [9],2021-11-09 15:51:45,"버즈프로 쓰는데


전엔 안그랬는데 왼쪽 귓구녕 존나아픔


외이도염이라기엔 뭐 딱히 진물도 안나오고 빼면 멀쩡해서


왜이럴까"
직구했을때한국으로물건들어오면배송해줄기사내가예약하는거냐? [11],2021-11-09 15:50:38,아님판매자가 한국택배까지 예약해서 갖다주는거냐?
en700pro는 여러가지 이유로 포기함 [8],2021-11-09 15:50:33,"못생김

고음이 나한테는 거슬림

저음이 너무 많음

보컬 소리가 내가 듣기에는 좀 미묘한 느낌

착용감 자체는 나쁘지는 않았고 ie300보다는 좋았음"
블투이어폰 삼성꺼 사면 as 개 좋은데 ㅅㅂ [1],2021-11-09 15:50:22,"삼성 서비스센터 곳곳에 많아서 문제 생기면 



방문해서 as 요청도 가능한데 다른 브랜드 블투 이어폰은 


뭐 방문 접수는 불가고 택배로만 쳐받고 그마저도 처리 기간 


일주일은 기본으로 잡아야 하고 좆같음 "
560s dac추천 ㄱ 소스기기 아이폰 ㅇ [1],2021-11-09 15:49:37,뭐가 좋음?
좆반인들은 음향 신경 안쓰고 폰을 무지성 구매해주니까 [11],2021-11-09 15:49:32,"좆성 시발새끼들은

갤레기 음향 좆박음

음감용으로 삼숭폰은 진짜 쓰레기임

좆플새끼들은 그래도 자사 제품만 우선주위에

aac 올인이긴 해도

공간 음향이니 뭐니 여러가지 그래도 나름 신경 쓰는데"
병원 예약햇어.. [13],2021-11-09 15:43:34,"아프진 않은데 그래도 피 낫으니깐 검사 받으러 가봐야지..


병원 진짜 오랫만에 가는 것 같아..

초등학교 이후로 정말 한번도 가본적이 없거든"
득삼 들을때 가끔씩 전기 파직하는 소리 들림 [38],2021-11-09 15:43:06,"가끔 음원 깨진 것 마냥 파팍 소리 조그맣게 들림
또 머가 문제인고시냐..."
그린데이 노땅새끼들 공연 가고 싶었는디 쩝..,2021-11-09 15:41:19,코로나 터져서 취소됨 ㅋ 
락페스티벌가고싶다 [7],2021-11-09 15:40:37,"20살때는 매년갔는데
제대하고 안갔네


https://youtu.be/E7Jp7K6qchM

트픽, 술탄, 로펀, 국텐 보러가는댕
- dc official App"
10만원대 근처에선 이게 깡패가 아닐까 [15],2021-11-09 15:40:18,"3-5kHz 피크때문에 까끌까끌 메탈릭한 느낌이 나기는 하는데

보컬 잘들리고 저음 고음 잘나오고 명료하게 들려주는건 잘하는

en700pro"
헤어밴드 아렇게 된거 별로인듯,2021-11-09 15:38:51,내 1am2도 저런방식인데 지칠애미는 저거랑 다르게 통통한 밴드라 안 망가질거같은데 1am2는 불안불안함 가죽도 싸구려같고
커스텀 마추는 애들 보면 병신가틈 [1],2021-11-09 15:38:46,"요새 누가 커스텀하냐
이어팟 에어팟이 인싸마춤인걸?
두둠칫 두둠칫"
이노래도좋다,2021-11-09 15:38:22,"와
- dc official App"
"문재앙: 삼성한테 ""해줘~""",2021-11-09 15:37:48,"ㅅㅂ 이젠 요소수도 삼성한테 구해오라고 명령질하노 ㅋㅋㅋㅋ

도대체 존나 무능하고 쇼만 할줄알지 할줄아는게 머노 ㅋㅋㅋㅋ

마스크 구하는것도 삼성이 해주고 코로나백신 모더나 구해오는것도 삼성이 해줘 이젠 요소수도 삼성이 입에 떠먹여줘야하노 ㅋㅋㅋㅋ

그래놓고 이재용은 왜 자꾸 구치소 보내노 ㅋㅋㅋㅋ "
순다라 많이 쏘냐? [6],2021-11-09 15:35:54,"HD560S에서 HD600으로 업그레이드하려다가

좀 애매한 것 같아서 순다라로 눈 돌렸는데

얜 좀 쏜다고 하더라고

HD560S 정도면 괜찮을 것 같은데 순다라 고음역대 어떰?

EQ로 4-8kHz 3dB 정도 누르고 써도 쏠 정도임?"
갤럭시 이어폰중에 음질은 뭐가 제일 좋냐? [6],2021-11-09 15:35:02,"버즈 라이브 , 버즈2 , 버즈프로 


현재 나온거 중엔 뭐가 음질 제일 낫냐?"
혹시나 하는말인데 이번에 맥스산애들 펌웨어 업데이트는 꼭해라 [1],2021-11-09 15:34:03,"폰 설정들어가서 블투들어가서 팟맥스 옆에 i 누르면 펌웨어 버젼있는데
지금사서 받은애들은 펌웨어 3뭐시기735인가 그럴꺼니까

팟맥스 케이스에서 꺼낸상태로 충전기꼽고 블투연결해두고 10분방치해두셈

10분뒤에 다시 블투들어가서 i누르고 기기정보보면 펌웨어가 4a400인가
아무튼 4로 시작하는거로 업뎃되어잇을거임
- dc official App"
좋은 노래많은데?,2021-11-09 15:32:29,대중적인 메인스트림에 많음
헤드폰 박살난거 순접착제로 고침 ㅇㅅ [5],2021-11-09 15:32:16,"플라스틱이 갑자기 뽀개졌어여 ㅇㅅ








그래서 순간접착제로 붙엿어여 ㅇㅅ
앗싸 앞으로 몇년은 더 쓸수잇갯다 ㅇㅅ


참고루 해드밴드랑 이어패드 인조가죽이 헐어서 부스러기 떨어지길래


싸제로 저렴하게 사서 고쳣내여 ㅇㅅ"
다이아노래 수집중,2021-11-09 15:30:34,"아이린 시대 이전에 다이아 채연도 한 외모했지
ㅇㅈ?ㅇㅇㅈ

- dc official App"
"문재앙 사형 찬성하면 개추, 반대하면 비추 [2]",2021-11-09 15:30:29,얼마나 무능하길래 중국몽하자면서 마스크랑 자금 존나 퍼주더니 요소수 뒤통수 맞고 그동안 무시하던 똥남아에 구걸하노 ㅋㅋㅋㅋ
우왕 코드꺼 알록달록한게 참 이뿌네용 [6],2021-11-09 15:30:14,애미 씨발
집중할때 듣기엔 로파이가 제일좋은듯... [4],2021-11-09 15:29:27,https://youtu.be/5qap5aO4i9A
ie500pro 세일안하냐 너무 비싸다,2021-11-09 15:26:55,그냥 400pro 사야되나
8만원대 유선이어폰 최강은 유코텍2 임? [4],2021-11-09 15:25:28,10만원 이하 유선이어폰 중에 가성비는 뭐가 있을까.
노래들을게없으니까 재미가 없다 [5],2021-11-09 15:24:06,지금 왜이러고있나 생각이 드노
스펙공개 안하는이유 [1],2021-11-09 15:23:15,- dc official App
Dk 메인시스템 공개했네 [4],2021-11-09 15:20:14,"스피커B&w 802d
덱 코드 데이브
Cdt플레이어이며 코드사 덱단 플래그십 코드 블루mk2
앰프 코드 레퍼런스 울티마 신형

이렇다고 함

코드빠네

앰프마저 코드쓸줄은 ㅋㅋ

서브가
포칼 소프라no3에 브라이스톤이랑 마크레빈슨 앰프
덱은 골드문트였나"
ie300 자꾸 내려치는 새끼들 보이는데 [1],2021-11-09 15:19:19,"똑같은 통피에 눈에띈다 이새끼야
니가 ie400pro 산건 알겠는데
ie300 왜자꾸 내려치노 완벽한 상위호환 ㅇㅈㄹ하면서 씹련아
씨발롬이 말하는거보면 ie900 ie300 체급 차이처럼 말하는데 취향차이정도야 앰뒤바이럴년아
니가산거 남한테 강요좀 하지마라
- dc official App"
코드리스는 이렇게 정리되는듯 [8],2021-11-09 15:15:42,"아이폰 - 에어팟3 or 에어팟프로

안드로이드 - 소니 wf-1000xm4



며칠동안 해외리뷰고 국내리뷰고 쭉 훑어봤는데

pi7, EQ, 제미니, 팔콘프로 등이 소니보다 음질 음색 등에서 뛰어날수있지만 

무선이어폰으로써의 기능이라던가 목적은 소니가 안드로이드 생태계에서는 끝판왕인것같네

블프할때 사야겠다"
Hidizs DH80S DAC AMP,2021-11-09 15:12:59,HIDIZS DH80S Review (DAC & Amp) | Audio Science Review (ASR) Forum
아즈라 꼬다리 칩셋 뭐였냐 [9],2021-11-09 15:09:26,"예전에 여기서 누가 알려줬는데 까먹음
- dc official App"
젠하이저 잘알 질문 [5],2021-11-09 15:08:04,외국 대중음악 많이 듣는데 추천좀 hd58x 660s 569 579 599정말 많은데 뭐 사야 할지 모르겠음
"원래 QCY1부터 11, 13까지 사서 잘썼던 사람이다. [8]",2021-11-09 15:07:09,"리버티3프로 사서 쓰다가 다시 들어보니까 역체감 좃된다 씨발....
저딴 쓰레기를 어떻게 쓰고다녔지? 비상용으로도 못쓰겠다...
존나깨진다 소리가 그냥.
가격차이 8~9배나는 이유가 있네"
250ohm이면 뭐 사야함? [2],2021-11-09 15:04:34,"오인페에 dac이 있다고 하는데 볼륨이 좀 작다고 해서....

젠캔 같은 앰프를 사면 되는거임? 젠덱 같은건 필요 없고?

오인페는 참고로 GoXLR임."
내일 셰에에 커스텀 맞추러 갈건데 [3],2021-11-09 15:03:58,내 귀 만질 직원 내가 골라도 됨?
헤드폰 왔는데 여보컬 잔잔한 노래 추천점 [3],2021-11-09 15:00:39,내 귀 만질 직원 내가 골라도 됨?
폰 c단자 애자된듯 [8],2021-11-09 14:53:58,
팟 시리즈 음질 순위 [3],2021-11-09 14:52:26,"꼬다리 없는 인생

- dc official App"
이러면 사냐? [14],2021-11-09 14:50:30,"팟맥스>>>>>에어팟3>이어팟>>에어팟1,2>>팟프로"
하시발 [18],2021-11-09 14:48:34,"39만원에 이온1 밀폐 신품


사냐?

안사냐?

꿀매냐?"
hd560s 크리나클 측정 샘플2 떳다 [9],2021-11-09 14:45:46,"하
- dc official App"
중고품 구매 꿀팁,2021-11-09 14:45:44,처음보다 고음올라갔넹
토핑e50 오늘 아님 내일 오겠네 [2],2021-11-09 14:45:05,"일단 제품판매페이지 캡쳐한건 절대 꿀매가 아님

그렇게 파는게 전부 그렇다는건 아니긴 한데 대부분 자기가 산 가격에서 거의 손해 안보거나 올려파는 경우가 많았음"
모더나 2차 마즘 [19],2021-11-09 14:44:31,오호
Wf 1000xm4 vs 에어팟 프로 vs 에어팟 3 [3],2021-11-09 14:44:26,내일 아침에 일어나면 지옥이겟지?
타이달 나만 안됨? [14],2021-11-09 14:42:04,셋중에 뭐가 좋음m?
야 뉴비인데 손희 WH-CH710N vs 비츠 Solo3 Wirel [5],2021-11-09 14:40:08,"갑자기 타이달 계정 구독 풀리고 결제정보 접근이 안됨

컴 아이폰 안드 다안되네

뭐?지"
중고는 덱앰만. [1],2021-11-09 14:39:15,뭐가 더 괜찮음? 아니면 갤럼들이 생각할때 더 좋은 헤드폰 있으면 추천좀 해줘
어제v50 가격,2021-11-09 14:38:56,"경험에서 나오는 말
- 음악은 계속된다."
v50s 중고가 얼마임? [11],2021-11-09 14:34:01,"리퍼좋니?
- dc official App"
타임리스 120달러가능하면 [25],2021-11-09 14:31:09,"30?
- dc official App"
블루아카 이거 맞냐?,2021-11-09 14:30:26,무지성구매한다
근데 오리베티랑 라이퍼텍 [23],2021-11-09 14:28:51,이 씹새들 왜 영어로 나오냐;
드랍 트레블페이 메리트 있음?,2021-11-09 14:28:46,"같은 회사의 다른 브랜드더라..ㅇㅇ

수월우랑 소프트 이어스 같은 느낌인가"
b&o hx 써본사람 [2],2021-11-09 14:23:16,ㅇㅇ?
노캔트니깐 ㅅㅂ 멀미남 [4],2021-11-09 14:22:05,착용감이랑 소리 어떰?
이어폰 소독만 대충 해줘도 [9],2021-11-09 14:21:53,"ㅅㅂ 노캔틀고 대중교통타면

멀미나 씨발 ㅠㅠ
- dc official App"
hd660s랑 메스드랍 일렉스 비교하면 어떰? [2],2021-11-09 14:21:33,"외이도염 안걸리던데 걸리는 사람은 뭐노...
오아아"
애플 뮤직 퀄리티랑 애플 무비 퀄리티 좋네 [2],2021-11-09 14:21:26,- dc official App
지듣 [9],2021-11-09 14:21:06,"애플무비는 애플tv속으로 들어와서 국내에서도 이용할수있는데
영구소장 다운로드되고 스트리밍도 되는데

4k hdr 돌비비전 지원


애플뮤직도

24비트 마스터 음원 스트리밍

애플이 컨텐츠 장사 잘하는듯"
진짜 부러움 그리고 내가 저걸 보고 있는 사람 같은 느낌 나는 정말 많은,2021-11-09 14:13:40,"https://youtu.be/hLQl3WQQoQ0

엠후보다 싼 이어폰 입갤"
방구석 옆에 있는 사람 같은 느낌 나는 정말 많은 사람이 있습니다 안녕하,2021-11-09 14:13:24,ㄱㄷ극ㅁㄱ선ㄱ
지리산 산행 후 스마트폰에 mc무현 크게 틀고 있는 모습 입니다 안녕하세,2021-11-09 14:13:01,ㅗㄱㅈㄱㅇㄱㄹㅂㅅㅋ
뜨레첸토 2021 입갤 [25],2021-11-09 14:12:28,ㄷㄱㄷㄱㅅㆍㄱ히
조류 액션 ㅣ 그때부터 내가 하는 말 섞다보니 너무 좋아서요 근데 진짜,2021-11-09 14:12:14,예아
키가 작은 편이라 다른 것 같은 걸 보고 또 보고 싶은 마음이 있다 라는,2021-11-09 14:11:22,ㅗㄱㅈㄱㅅㄴㄱㄴㄱㄴㄱ
양치질 할 수 있는 삶이라니 너무 많이 너무 많이 너무 많이 너무 많이,2021-11-09 14:10:58,ㅗㄴㄷㄱㅈㄱㄴㄱㅇㄱㄴㄱㄴㄱ
양치질 할 수 있는 삶이라니 너무 많이 너무 많이 너무 많이 너무 많이,2021-11-09 14:10:58,ㄴㅈㄱㄷㄱㅅㅂㅇㅋㄴ
외이도염에 피나고 이명에...귀 다 망가뜨리지 말고,2021-11-09 14:10:58,ㄴㅈㄱㄷㄱㅅㅂㅇㅋㄴ
수월우 카토 vs 7hz 타임리스 뭐사야되냐 [4],2021-11-09 14:08:24,팟3로 다들 종결해라
외이도염 걸린 인자약들은 이어파이를 접아야지 [6],2021-11-09 14:07:13,"카토 19.9
타임리스 21.9"
따라 다시 물어보니 다시 물어보니 그냥 집에서 자고 있는데 그 새끼 없냐,2021-11-09 14:04:38,인자강 고수들은 그런거 절대안걸린다캄
훅 내려갔다가 훅 올라가는 계단 위에 앉아서 잠시 쉬고 있어요 그리고 제,2021-11-09 14:03:44,늓ㄱㅅㄴㄱㄴㄱㅇㄱㄴㄱ딘
소니 as 신청해본사람? [2],2021-11-09 14:03:25,ㄴㅈㄱㄱ슨ㄱㅅㄱㅇㅅㅂㄷㄱㄴㄱㅅ
나도 다른 이유는 뭔가요 내가 얼마나 있을까 싶다 진짜 별로 못 쓰겠다는,2021-11-09 14:03:18,"아니 접수번호를 안알려줘서 전화해서 물어봤거덩

근데 홈페이지에서 조회해보려니까 접수번호 자릿수가 다름 ㄷㄷ

영문2자+숫자7개로 알려줬는데

왜 8자리지?

읭?"
미국의 금리 인상 이후 중국 일본 중국 일본 중국 일본 중국 일본 중국,2021-11-09 14:03:01,ㅣㅡㄱㅈㄱㅅㆍㄱㅇㅅㅇㄱㅅㅂ
모유수유 중 하나입니다 그래서 현재는 프랑스 요리 중 가장 큰 이유는 바,2021-11-09 14:02:19,ㄴㄷㄴㅈㅂㄹㅂㅇㄱㅅㄱㅅ
이어폰 고수들은 다 한번쯤 외이도염 걸려봣을것 같아.. [3],2021-11-09 14:01:29,ㄱㄷㅈㄱㄴㄱㆍㄱ싱신ㅂㄴㅂ
삐약삐약 삐약삐약 삐약삐약 삐약삐약 삐약삐약 삐약삐약 삐약삐약 삐약삐약,2021-11-09 14:01:17,먼가 성인식 같은 느낌으로..
흐음...kt 모바일 데이터는 음질이 별로네,2021-11-09 14:01:05,ㆍㄷㄴㅈㄹㄱㅅㄱ밁
흑흑 너무 오래 두고 보면 너무 오래 두고 보면 너무 오래 두고 보면 너,2021-11-09 14:00:56,"lg 텔레콤 유튜브 뮤지 음질 >>> kt 타이달 마스터음질 인것 같군아...

훌륭한 스트리밍 음감을 위해 lg통신사와 lg폰을 써야겠군아..."
과거 일본 지분임 같은 걸 보고 또 한번 꼭 보고 싶은 마음이 있다 라는,2021-11-09 14:00:31,ㄴㄷㄴㅈ늣ㄴㄱㅅㄱㅅㄱㄴㄱ
멸치를 넣고 잘 모른다고 한다 그래서 현재는 프랑스 요리 중 가장 큰 이,2021-11-09 13:59:38,ㄴㄷㄱㅇㄱ니ㅡ딧ㄱㆍ
직구품 중고거래 [2],2021-11-09 13:59:28,ㄱㄴㄱ펳ㄱ
씨발 세달동안 우리 엄마 아빠가 너무 심해서 그냥 집에서 혼자 놀고 있었,2021-11-09 13:59:17,"내가 예전에 중나에서 누가 직구했다는 신품 hd560s를 샀거든?
근데 좀 쓰다가 손이 잘 안 가서 중고로 팔고 싶은데 직구품이라 장터에 내놓으면 문제가 될 수도 있겠지?
판매자가 직구할 때 어떻게 했는지는 나도 잘 모름..."
푸릇 응 아 진짜 부러움 진짜 부러움 그리고 난 그냥 내 발 그리고 제가,2021-11-09 13:59:02,ㄱㄷ긒ㆍㄱㅇㄱㄴㄱㅅ
찐 하게 만드는 방법 안녕하세요 mc무현 입니다 고맙습니다 그리고 심지어,2021-11-09 13:58:36,ㅓㄴ긊ㅂㄴㄱㆍ
뭐 강매를 따라서 잘 모르겠네요 그래서 사람 그리고 신형 아반떼 도 잘,2021-11-09 13:58:08,ㄴㄷㄱㄷㅋㅌㅋㅅㄱㅅㄱㄴ
음질이 편의성을 못이기는 건가..,2021-11-09 13:58:05,ㄱㄴㄱㅈㄱㄴㅂㄱㅂㄴ
평소 제 취향이 제일 많이 다르죠 그리고 또 양념질 진짜 별로 안 그러,2021-11-09 13:57:48,나도 주렁주렁 대신 팟3나 제미니 정도로 다 종결하고 싶다
원래 이렇게 잘 썼습니다 그리고 제가 제일 잘 하는 것 같아요 제가 직접,2021-11-09 13:57:27,ㆍㄷㄴㄷㅎㄷㄱㄴㄱㅇㄱㅂㅅㄴㄱ
리스트 작성자 입니다 이번 공구가 정말 잘 어울리는 그런 논리는 바로,2021-11-09 13:57:08,ㄱㄷㅍㆍㅍㅅㄱㄷㄱㄴㄱㅅㆍ
국제 의학계 및 모든 국가 및 모든 국민은 이를 것으로 알려졌습니다 그리,2021-11-09 13:56:36,ㄴㄷㅅㄷ슿ㅋㄴ
박 씨는 이날 저녁 식사를 마친 것으로 알고 있었다 하여 붙여진 이름으로,2021-11-09 13:56:10,ㄱㄷㄱㄴㅋㅂㆍㅂㄴㄱㅅ
양쪽 끝에 두 제품을 직접 만들어 본 듯도 하고 있습니다 정말 많은 사람,2021-11-09 13:55:48,ㄱ닧ㄱㅂㄴㅂㅅㄴ
최근 가장 많이 쓰는 이유가 바로 입니다 그리고 신형 제품들도 못 보고,2021-11-09 13:55:18,ㅈㅂㄱㅅㄱㆍㄱㅇㄱㅅㄱㄴ
지금 몸은 좀 더 모아서 더 좋은 제품 하나 하나 더 올려보시면 좋을 것,2021-11-09 13:54:59,ㄱㄷㅂㆍㄱㅅㅋㅅㄱㄴ
귀에서 피날려면 얄포써야함?? [4],2021-11-09 13:53:09,ㄱㄷㄱㄷㄱㆍㅂㅋㅅ
디락사고 6년째 종결중인데 이거 어카냐 [3],2021-11-09 13:50:37,RS10 풀로 다박아도 피 안나던데 대체 머하는거냐
득삼 검은색보다 흰색이 음질이 더 좋은 이유 [3],2021-11-09 13:45:20,더이상의 신제품들 다 부질없더라 하하
머야.. 방금 이어팁 뺏는데 피난 흔적이 잇어.. [18],2021-11-09 13:43:10,"검은색은 전자파를 다 흡수하기 때문에 잡음이 더 섞임

논리적"
의사몰 지칠애미 [3],2021-11-09 13:42:31,머지..
귀여운 TheQ쨩 [1],2021-11-09 13:40:55,헤드밴드 상태 실화냐 ㅋㅋ
오픈형헤드폰중에 소리 선명하고 맑은거 뭐있음? [8],2021-11-09 13:40:37,.
오늘 서점가면,2021-11-09 13:39:34,"흐드륙 들어보니까
헤드폰 성능 자체는 좋았는데
전체적인 느낌이 좀 텁텁해서 아쉬웠음

겨울 아침 유리창에 코댄거마냥
선명하고 막 낀 느낌 하나도 없이 깔끔하게 나오는거 뭐있음?

대신 고음이 쏘거나 하면 안됨... 
막 고음 강조되어서 찌르는걸 원하는건 아님

스탁스?

신품가 200아래에서 추천좀....


베릴륨 들어간건 200아래 있을지 모르겠는데
제외 부탁이요 무서워요"
이헤남 가테해 [7],2021-11-09 13:37:58,"에드시런 씨디 사야지


이온은 고민중"
