title,date,content
파이널 e3000 이랑 e3000c 랑은 무슨차이임?,2021-11-06 20:13:43,??  c는 보급형인거임?
9시 롤드컵 결승ㅋㅋ,2021-11-06 20:13:28,
요즘 코드리스 뭐가 젤 괜찮음?,2021-11-06 20:13:27,"ㅇㅇ?
- dc official App"
허연놈 크리스마스에 약속있다고 자랑글 올라온거냐,2021-11-06 20:12:16,에반데
삼번들 -> 디렘 소감,2021-11-06 20:11:02,"안녕? 

삼번들 고장나서 디렘E3 추천받은 갤러다

헌마디로 비교가 불가 하옵니다. 디램완승이다.

다만, 커널은 첨써보는데 이어팁 젤큰걸로 껴도 자꾸 빠질라하는 느낌이 듬.

끝.




- dc official App"
재환쿤 갤 접었냐?,2021-11-06 20:09:35,ㅇㅇ
애플은 음질이 딱히 안좋나?,2021-11-06 20:09:31,"에어팟도 음질이라기보단
편의성 노캔이 씹사기라서
맥스는 그냥병신취급이던데
- dc official App"
난 아직도 사람들 주식얘기하면 뭔소린지 모름,2021-11-06 20:09:14,내가하면 잃을거 같애
질량보존의 법칙이라고 알음??,2021-11-06 20:09:06,"운동해도 뱃살이 그대로인데

깨질수 없는 우주 불변의 법칙인듯"
베이스 묵직한 블루투스 이어폰 추천좀,2021-11-06 20:07:26,"몬스타 s9 pro 베이스 개쩔음.. 베이스 좋아하면 써보길 추천 함. 중궈 제품이긴 한데 음질은 진짜.. 가격 이상임. 
내가 모니터링 스피커도 사용하는 지라. 막귀는 아님 
아무튼 이걸 2~3년 썼는데 이제 좀 간당간당함 .. 바꾸려고 하는데 이게 모양이 귀걸이라 좀 별로임 
해서 베이스음 좋고 음질도 나쁘지 않은 블루투스 이어폰 추천좀. 넥 말고  
  "
이명있으면 음감은 포기해야해?,2021-11-06 20:06:30,"최근 소소하게 버즈 프로, HD569랑 타이달로 음감을 시작했는데..
유선 이어폰 괜찮은거 찾다가 문득 내가 이명있으면 좀더 좋은 장비 구하는게 의미없는게 아닌가 생각이 들음
물론 전에 청력검사 했을때는 정상으로 나왔는데
그래도 고민되네

- dc official App"
HD600 살돈으로 홈팟미니 스테레오 샀음,2021-11-06 20:06:01,HD800S + HD58X 있는데 또 젠하 HD600 더 살 이유는 없을거 같아서
와 xdsd 2세대 나오네 기대된다,2021-11-06 20:03:58,"스트리밍 좋아해서 

좋은 ldac 덱엠 찾고있었는데

xdsd 2세대 ldac 지원한다고 해서 

dk공구 나오면 바로살듯 ㅋㅋ"
톤프리 불편해서 버즈2 가는데 ㅁㅌㅊ?,2021-11-06 20:03:10,버즈프로 나올때까지 2쓰려고
이헤붕이 크리스마스 예상.jpg,2021-11-06 20:02:11,"https://youtu.be/3mQ8zjP84W0

득삼 + 클리어로 크리스마스 분위기 음부나 할 예정

지금 듣는데 좋다야"
서울에 하이파이맨 청음 가능한데가 없지?,2021-11-06 20:01:41,"이건 뭐 들여왔다가 사라졌다가하냐
- dc official App"
뱅올두 맥세이프 같은거 있네,2021-11-06 19:54:15,귀염 ㅋㅋ
큐스타일 m12 아이폰 호환 됨?,2021-11-06 19:53:33,c to 라이트닝 끼면 될라나?
hd600 vs hd6xx,2021-11-06 19:48:24,"팝많이듣고 게임 영화 다사용함
뭐추천??
- dc official App"
본인 음치 같냐,2021-11-06 19:48:03,
스칼렛 솔로에 hd600,2021-11-06 19:46:40,"괜찮음?
볼륨 부족하면 앰프 물리고"
오디오테크니카에서 신제품 발표하는거 같더라.,2021-11-06 19:40:44,"아키하바라 요도바시 갔다왔는데

신제품 곧 발표한다고 홍보하네.

모델이 성우 사쿠라 아야네 ㅋㅋㅋ"
데이트도 일임,2021-11-06 19:39:41,"할거면 금욜 칼퇴 후에 하고 토일쉬는게 낫지
토욜날하면 씻고 준비하고 다시 나가면 그게 주말 출근 ㅇㄱㄹㅇ"
투표)서울 강북지역중 대장이라고 생각되는 지역은?,2021-11-06 19:37:46,
오픈형이 가성비가 좋긴 좋아,2021-11-06 19:34:11,커널형에서 그렇게 만들기 힘든 중고음 개방감을 물리적으로 만들어줬으니.... 저음만 땅땅 때려주면 w자 완성형 사운드가 얼추 나온단말임
늙으면 고음쏘이는거좋아함 내가장담할수있음,2021-11-06 19:33:54,아르젠트아주그냥 존나빨더라 ㅋㅋ시팔 디질라고
이어폰은 잘 안고장남?,2021-11-06 19:33:32,아르젠트아주그냥 존나빨더라 ㅋㅋ시팔 디질라고
역시 아재들은 고음 찌르는소리 좋아하네,2021-11-06 19:32:38,10년 씩 쓸수 있니?
가성비이어폰보다 무선종결이 훨좋음 음질을떠나서 소리듣는게,2021-11-06 19:30:21,10년 씩 쓸수 있니?
근데 560S가 쏜다는 분들은 연세가 어케 뎀?,2021-11-06 19:28:33,샹그릴라가 좋댄다 에휴 병신 틀딱 새끼들 승후니 임마도 50대라카더만
wf xm4 터치안했는데 자꾸 mbn사운드로 전환되는데,2021-11-06 19:27:37,"귀건강 생각있으면

팟3에 노캔헫폰쓰는게 맞을거같긴한데 말야

일단 팟3 국내들어오면 함들어보고 생각
- dc official App"
근데 560S가 쏜다는 분들은 연세가 어케 뎀?,2021-11-06 19:28:33,"매일 듣지만 쏜다거나 치찰음이 있다거나 하는 느낌은 못 느꼈는데 대체 연세가 어케 대시는 거임?
그 머냐 고막에 노화가 심하게 오면 멀쩡한 헤드폰도 쏘는 것처럼 느껴지거나 치찰음이 있어서 ㅈ 같이 느껴진다며"
wf xm4 터치안했는데 자꾸 mbn사운드로 전환되는데,2021-11-06 19:27:37,"어캄
덤덤한 반응 노노해!!!"
무나합니다.,2021-11-06 19:26:57,"에어백으로 뿌립니다. 착불 돈안받아요
- dc official App"
재환 다른건 된거같고 데이트설이나 풀어,2021-11-06 19:26:46,ㅇㅇ
뉴하나 디자인에 무선이었으면,2021-11-06 19:26:24,"가격얼마든 바로 샀을텐데 시발
무선은 이쁜게없네
디자인다 좆구리냐
에어팟은 이쁘긴한데 좀 지겹고"
페블이 가성비 스피커보다 성능 약간 딸리긴한데 엄청난차이는아님,2021-11-06 19:26:18,"우퍼는 훨좋음
- dc official App"
이헤갤에 가끔 기만글이랑 긁는글만올릴거임,2021-11-06 19:25:29,"내년부터 스시먹방후기 들간다
- dc official App"
아 버즈2산거 후회되네,2021-11-06 19:24:14,"2만원만 더줬으면
버즈프로 로켓베송으로 사는건데
ㄲㅂ
지금 팔아봤자
미개봉도 아니고 중고라서 5만원받을듯 ㅠ
- dc official App"
e3000정도면 그냥 ㄱㅊ지않냐?,2021-11-06 19:23:46,아니면 직접들어봐
ㅎㅇ,2021-11-06 19:23:12,"이헤폰탈출이 정병탈출이다
- dc official App"
E44 재입고된다캄,2021-11-06 19:21:17,요즘 꼬다리중에 젤 인기있는
e3000 이정도면 사도 괜찮다는거지?,2021-11-06 19:21:05,산다?
니들 이런 노래 듣냐?,2021-11-06 19:20:41,키모;
묻지마택배와서 열어봄,2021-11-06 19:19:40,"머냐이새끼들
- dc official App"
리사수 요새 잘 안 보이는 이유 알려준다,2021-11-06 19:16:08,인텔 12세대 나와서 바쁨 ㅋㅋㅋㅋㅋ
음부는 명상 10분 후 해야함,2021-11-06 19:16:00,ㄹㅇ
지금 젠캔 있는데 m12 꼬다리 pc에다가 연결해서 써도 되나,2021-11-06 19:15:20,젠댁이 나음?
님들 집 무너질정도로 쎈 저음 이어폰 추천좀,2021-11-06 19:15:09,수월우 카토 저음 쌤?
수월우 스파크 후기,2021-11-06 19:13:50,"유닛 존나 큼
노즐 존나 큼
착용감 씹창임
무게는 가벼운편
차음성 좋은편은 아닌듯
이압 없은
소리 성향 월우 타깃에서 안벗어남


유선 수월우 SSR이랑 소리 성향 매우 비슷함
해상력 분리도 체급이 SSR보단 낮음

보툭튀는 여전하고 맑은편이여서 오타쿠 뮤직에 좋음
저음은 쫌 질이 떨어지는 느낌이 들긴함
전체적으로 무난한듯

소리 다른 무선이랑 비교는 어려울듯
야동용 QCY T9 쓰는건 그냥 ㅈㄴ 구려서 ㅇㅇ

블라인드로 들어보면 ""아 수월우 스타일"" 말 바로나옴
수퀴, 탠퀴들은 사도 좋을듯


오타쿠 뮤직 감상하고 변태 음감하는데,
유선/ 유선+큐델 이런거는 쓰기 싫다?

그럼 스파크 선택지로 괜찮음

수월우 소리 들어본 사람은 알테지만 참 따쓰하면서 여보컬에 좋음

수월우 네코케이크, 탠치짐 에코 주문했는데 오면 비교해봐야지

아마도 에코 > 스파크 > 네코케이크 체급일듯
 "
흐드팔스가 ㄹㅇ 최고의 헤드폰인 이유,2021-11-06 19:13:50,"이 헤드폰은 전문가용으로도 종결급이고 음감용으로도 종결급임 

어느 헤드폰처럼 전문가용으로 나온거 억지로 음감용으로 써서 ㅈㄴ 심심한 소리 나는게 아니라

공간감이랑 정위감이 탈 헤드폰이라 오케스트라 같은거 들으면 ㄹㅇ 장엄함 ㅋㅋ"
유투버 = 업자,2021-11-06 19:13:34,이상도 이하도 아님
e50 얼마냐?,2021-11-06 19:11:56,이게요즘 가성비원탑이라며
원래 바때리 차이남?,2021-11-06 19:11:41,"ㅇㅇ
이틀짼데"
완전 무선이어폰은 오픈형이 없나??,2021-11-06 19:11:09,먹먹한 느낌 때문에 커널형 못쓰는데 오픈형 무선이어폰 뭐 없을까? 에어팟 같은 세미오픈도 싫음
얘네머임,2021-11-06 19:09:29,
동숲 다시해야되냐,2021-11-06 19:09:19,"이번꺼 업뎃 좀치네 ㄷㄷ



- dc official App"
ㅈㅈㄴ팬티냄새맡고싶노,2021-11-06 19:06:43,구수한누린내 vs 1초기절보징어
리사수 요즘 안보이는 이유가 있어?,2021-11-06 19:05:52,ㅇㅇ?
아마존에서 e3000 53600원 괜찮음?,2021-11-06 19:04:50,"파이널 e3000 아마존에서 53600에 파는데 가격괜찮음?
어떠냐거"
애들 접는거보면,2021-11-06 19:04:38,그냥 나도 z7 z7m2 사고 듣다가 이온중고 낚아채서 종결내는게 더 괜찮지않나 고민중
음부중이란 말임 ㅇㅇ,2021-11-06 19:04:11,"https://youtu.be/6B9J3lEyffA

요즘 이 노래가 ㅈㄴ 좋은데 비슷한거 ㅊㅊ좀"
탈갤한 새끼들이 마지막까지 남긴 헤드폰을 봐라,2021-11-06 19:02:56,그게 종결기다
버즈2 착용감 ㄹㅇ 편하던데,2021-11-06 19:02:42,귀에 딱 밀착되고 
용 제로 이후로 게임으로 빨딱선적없다.,2021-11-06 19:02:18,제로는 ㄹㅇ 플레이하는 나도 타올랐단말임
점같은거 진짜냐 ㄷㄷ,2021-11-06 19:02:13,"미래를 볼수 있는거냐 ㄷㄷ

이헤폰 되팔이 하면 딱이겠구만 ㄷㄷ



- dc official App"
버즈프로 좋은데?,2021-11-06 19:01:56,일반 버즈프로는 착용감 별론데 버즈프로 화이트는 개선되서 좋더라
(공유) 아이패드 미니6 사전예약 최저가 리스트,2021-11-06 19:01:08,"서치하다 우연히 발견했는데
아이패드 미니6 사전예약 최저가로 사이트별 정리되어 있더라
필요한애들은 참고해봐
>아이패드 미니6 최저가 리스트"
젠하이저 헤드폰중 원음에 가장 가까운건 의심의 여지 없이,2021-11-06 18:58:15,"hd800s 

톤밸런스, 해상도, 공간감, 정위감

그 어느것 하나 빠짐없이 젠하 헤드폰중 최상급 ㅇㅇ"
생각해보면 하베형 선견지명이 지렸었음 ㅇㅇ,2021-11-06 18:56:45,"미래를 볼수 있는거냐 ㄷㄷ

이헤폰 되팔이 하면 딱이겠구만 ㄷㄷ



- dc official App"
게이밍 할때 젤 좋은건 뭘까,2021-11-06 18:56:23,일반 버즈프로는 착용감 별론데 버즈프로 화이트는 개선되서 좋더라
hi-x65가 순다라나 r70x보다 상급이야?,2021-11-06 18:55:25,"서치하다 우연히 발견했는데
아이패드 미니6 사전예약 최저가로 사이트별 정리되어 있더라
필요한애들은 참고해봐
>아이패드 미니6 최저가 리스트"
젠하이저 최고의 스테디셀러 헤드폰은?,2021-11-06 18:53:56,"hd800s 

톤밸런스, 해상도, 공간감, 정위감

그 어느것 하나 빠짐없이 젠하 헤드폰중 최상급 ㅇㅇ"
거치형 덱앰 풀세트 맞췄다,2021-11-06 18:53:43,"젠더베스트 하베형이

아마 1~2년전부터 유선이어폰말고도

모든 전자기기 무선화를 해야된다고

실행하고있었음 

ㅇㄱㄹㅇ 지리는 안목에 지금이라도 박수치고

퇴갤한다 ㅇㅇㅋ"
HUD-MX2라는 댁 아시는분있나요??,2021-11-06 18:53:32,"난 어차피 사플,FPS 안하니

RPG류 배경음악이나 효과음 찰지게 들을려면 뭐가 좋을까

ㅋㅋ




- dc official App"
너이 근대 친구들한테 이어폰 들려준적있냐...?,2021-11-06 18:52:55,"영디비 x65 평가는 굉장히 좋은데

여기서는 평이 많이 좋은 것 같진 않은데

r70x도 해외평가에서는 순다라보다 좋게 생각하는 것 같던데

여기는 순다라 쓰는 사람들이 더 많은듯?"
"진지하게 유선 이어폰,헤드폰갤은 이제 폐쇄할때가됐음 ㅇㅇ",2021-11-06 18:52:51,"전세계 사람들 : hd650이요

한국 사람들 : hd600이요


ㅋㅋㅋㅋ




정보: 실제로 전세계 최대 쇼핑몰인 아마존 기준 hd600보다 hd650의 상품평이 훨씬 더 많다"
니들 머하냐고,2021-11-06 18:52:42,"젠켄 시그니쳐 + 토핑E50 + LOXJIE A30 조합임
가성비 ㅁㅌㅊ??"
난 wf1000xm4별로 안먹먹한거같은데,2021-11-06 18:52:22,이게 알리에서 파는 5마넌정도 하는 꼬다리댁이랑 하면 뭐가 더 좋나여
준서야 나 정상아니다,2021-11-06 18:51:22,"난 정착용 성공하는애들 한명도못봐서 걍 아예 안들려줌;;

rs10은 몇명들려줬는데 강제로 정착용 시켜보니

귓뼈통증호소하더라 ㅠㅠ"
원음타령 완벽한 해상도 음질튜닝 ㅆㅅㅌㅊ여봤자,2021-11-06 18:49:31,"언제까지 찐따마냥 유선주렁주렁

dap들고 아웃도어하는애들 글봐야되는거냐 ㅇㅇ

앞으론 무선얘기만하자

ㅇㄱㄹㅇ"
니들 머하냐고,2021-11-06 18:52:42,옹기종기 모여서 머하냐고
난 wf1000xm4별로 안먹먹한거같은데,2021-11-06 18:52:22,사람마다다르니까 청음은해라
준서야 나 정상아니다,2021-11-06 18:51:22,"그러니까 이헤갤같은데오는거지

ㅇㄱㄹㅇ"
원음타령 완벽한 해상도 음질튜닝 ㅆㅅㅌㅊ여봤자,2021-11-06 18:49:31,"그러니까 이헤갤같은데오는거지

ㅇㄱㄹㅇ"
님들 무선 이어폰 갖고다닐때 주머니에 넣음?,2021-11-06 18:49:08,"이어폰 끝에 줄달려있어서

줄꼬이고 오버이어 귓바퀴에꽂는거 돌아가서 낄때마다 위치잡아줘야되고

밖에나갈때 문고리에 줄걸리고 옷에걸리고 우산들고나갈일있으면

저거도 신경써야되고

애초에 유선이어폰은 의미자체가없는 핵폐기물이 맞긴맞음

저거쓰고다니는애들 요새안보이는게 왜그러겠냐? ㅇㅇ

정상적인 지능수준갖고있는애들은 이미 무선쓰는데 여기애들만

시대흐름을 못따라가고 dap, 유선음질, flac mp3 손실음원 무손실음원 음질차이있어요?

에이징타령 꼬다리댁 

이런얘기만하는거임 

ㅇㄱㄹㅇ"
버즈 프로 이어팁 추천좀,2021-11-06 18:46:57,"왤캐 주머니에서 빠질거같냐 불안하게;;

케이스 사서 끼우면 좀 덜불안함? 1000xm4인데 충전케이스 너무 민들맨들해서 무서움"
빛림머가 이거는 아무리봐도 팀킬같습니다...,2021-11-06 18:46:21,아즈라 크리스탈 이거 좋은거냐? 검색하니까 음질 얘긴 없고 착용감 얘기만 있던데
근데 아무리 이헤폰이 원음을 잘 내준다 해도..,2021-11-06 18:46:09,아즈라 크리스탈 이거 좋은거냐? 검색하니까 음질 얘긴 없고 착용감 얘기만 있던데
술마시니까 담배마렵네,2021-11-06 18:46:00,"무려 6번을 언급한 버즈2를 사야 정상인거지 ㅇㅇ

여기갤엔 비정상인들밖에없음

ㅇㄱㄹㅇ"
원음은 몰겠고 스미잡,2021-11-06 18:43:53,"니네들 귓구녕 고막이 구리면 의미 없잖아

ㅋㅋㅋㅋ
- 수듄"
원음보다 사각믐을 추구매 보는건 머떨까묘?,2021-11-06 18:43:43,한대만
오디오 판은 병신 몇 마리가 바이럴 하는게 너무 좆같음,2021-11-06 18:43:31,이헤는 먼가 하나씩 아쉽더라
디렘e3 좋은거맞냐 왜이리 쌈?,2021-11-06 18:42:15,네모네모멈뭄미처럼
원음은 디지털 상태로만 존재함,2021-11-06 18:41:17,"좆같이 얇은 전문지식 가지고 유튜브니 뭐니 하면서 공구 때리며 선동하는게 좆같음. 
근데 그런 병신들이라도 없으면 아예 업자판 되는게 더 좆같음 ㅇㅇㅇㅇ
그러니까 병신들 말은 싹 거르고 ""직접"" 듣고 판단하고 구매하자. "
흐드륙이 원음? ㅋㅋㅋㅋ,2021-11-06 18:39:01,어떤 물건이든 비싼건 비싼값하지않나
파워비츠 프로 쓰는 사람들 질문점,2021-11-06 18:37:45,DAC 거치는 순간 그 어떤것도 원음이 아니다
하이비 w3 세이버는 usb연결하면 안된다,2021-11-06 18:37:44,"겨우 '톤밸런스' 하나로? ㅋㅋㅋ

해상도, 공간감, 정위감, 다이나믹은 어쩔건데 ㅋㅋ"
탈갤한다,2021-11-06 18:37:13,"오늘 택배받고 연결했는데 o의 파워비츠프로로 뜨는데  원래 o의 파워비츠 라고 뜨는거야??
- dc official App"
원음<<<<<이새끼 마케팅용어임,2021-11-06 18:34:17,"이 녀석 usb연결하면 일단 uapp 호환이 구려서 계속 끊기는데, 그거 아니고서도 저음이 완전히 내려가서는 맹맹한 소리를 내버림. 이게 출력부족이라는건가 싶다.
- dc official App"
종결도 못한 찐따들 ㅋㅋ,2021-11-06 18:04:49,
집에 돈 드럽게 많았으면 음악했을듯,2021-11-06 18:00:09,장재원 아들이 부럽다..
계획이망가짐,2021-11-06 17:59:36,"이온1 중고 z7 중고 하나씩 사놓을랬는데


이온 중고 매물이 없음


z7은 좀더 존버해야지"
제일이해안되는 케이스,2021-11-06 17:58:38,기껏 좋은걸로 다맞춰놓고 녹음상태 쓰레기인 80년대 음반 듣는 경우
ES9219 vs CS43131 뭐가 더 좋은칩임?,2021-11-06 17:53:38,이 두개는 박빙아닌가??
난 득삼이 좋다 나쁘다 평가할 수가 없음,2021-11-06 17:50:01,"왜냐면 거치형은 임마가 처음이거든

누가 e30 빌려주면 좋겠다
e30 + 아톰앰프 vs 득삼pp 해보게..."
너네가 쓰는 헤드폰 중에,2021-11-06 17:49:57,젤 호불호 갈리는 게 뭐냐
게이트론 애네 친절하단말임,2021-11-06 17:48:53,"국내에서 3000
4000에파는 리무버도 제공하고

써보라고 게프로 적축도 동봉해서같이줌 아무말안썻는대

근데 프로적축은 안살거같음 타건이랑 소리 AKKO 말차랑 거의 같아서 바닥압이 살짝 덜하고 조금 부드러운점빼고

저번엔 프로 은축에는 35개씩 x3박스 구매하면서 5개 낱개 추가구매가능하냐니까 그냥동봉해서주더라"
[공유]애플워치 7 사전예약 최저가 리스트,2021-11-06 17:48:22,>애플워치7 사전예약 최저가 리스트
이정도면 출력 어느정도일까,2021-11-06 17:48:12,"언밸시 2vrms는 되는거냐?
M3x"
진자허연막귀바라기정체공개한다,2021-11-06 17:45:43,갤에서 맨날 흑누나 사진 올리던 점마라고 함 ㅇㅇ
마샬에서 나온 마이너3 블투이어폰 사지마라,2021-11-06 17:44:59,"물론 여기 그거 사는 병신도 없겠지만 



돈 아까움 난 당연히 걸렀음 ㅋ 



후기 보니까 음질 애미없다더라 "
템포텍 소나타 신제품 언제나옴,2021-11-06 17:43:46, 프로 산거 취소함
제발 이헤폰 단자 통일 하주란 말임,2021-11-06 17:43:29,케이블팔이 그만해고
회귀음부,2021-11-06 17:42:21,"https://youtu.be/k4V3Mo61fJM

오전은 조별과제
오후는 토익

이제야 집가네

저녁 노랑통닭 딱 대"
키보드 치수재는중,2021-11-06 17:39:33,"croad k38
참고하고 커스텀 제작할때 만들어야겠다


닌자 XO랑 풀배열이랑 높이빼고 다같음 기판이나 때네야지"
도란스 생각보다 너무 크네,2021-11-06 17:38:45,65와트 따리가;;
이불 정리하다가 이어폰으로 정전기 들어오던데 머고,2021-11-06 17:33:39,"살짝 놀램
- dc official App"
솔짇히 클래식들을거아니면 20만원으로 종결가능,2021-11-06 17:33:29,그이상은 돈낭비인듯
젠하 밸런스드 xlr손절하고 4.4코인탄거 꼴뵈기싫음,2021-11-06 17:32:56,초심 잃었냔말임
댁앰 주렁주렁 = 능지 처 참,2021-11-06 17:32:15,ㅋㅋ
이어폰 레진쉘 힘주면 깨지냐?,2021-11-06 17:31:14,아님 멀쩡하냐? 이어폰 비싼건 레진쉘 많아서
qdc유니콘 후기,2021-11-06 17:31:03,"NT6이 존나좋구나 시발
- dc official App"
디씨인은 디씨인을 알아본다,2021-11-06 17:28:08,아님 멀쩡하냐? 이어폰 비싼건 레진쉘 많아서
버즈프로랑 버즈2랑 고민되는데 써본분 있음?,2021-11-06 17:27:34,"NT6이 존나좋구나 시발
- dc official App"
음감하려고 장비사는거냐 장비사려고 음감하는거냐,2021-11-06 17:26:49,"ㅅㅂ ㅋㅋㅋㅋㅋ
개웃기네
- dc official App"
에어팟3로 종결 가능할듯,2021-11-06 17:26:08,"커널형만 쓰는사람이고 안드라서 선택지가 저 두개뿐인데
써보신분 있으면 후기좀"
솔직히 입문때가 더 재밌었는듯,2021-11-06 17:26:06,"커널형만 쓰는사람이고 안드라서 선택지가 저 두개뿐인데
써보신분 있으면 후기좀"
이새끼 댓글 뭐라썼냐,2021-11-06 17:24:15,
살게없다,2021-11-06 17:23:56,"플랫의 정석이네

애플 무서운 기업이라는 거 다시 느낌

여기에 노캔 붙이면 다 죽을듯



- dc official App"
e1da가 그렇게 좋냐,2021-11-06 17:22:02,지금은 뭐..
갤럭시S21 - 아이폰12 미니 기변후 불편한점,2021-11-06 17:18:41,"씨발년
- dc official App"
흐드륙의 진가를 몰라봤네,2021-11-06 17:18:35,아무리생갇해봐도 없다
얘들아 이거 별로냐?,2021-11-06 17:17:26,너무 크다 이말이야
광군절때 이어폰 뭐 살지 추천좀..,2021-11-06 17:16:50,"5월에 갤럭시S21 개통해서 쓰다가
10월에 아이폰12 미니 중고로 구매해서 쓰는중.

1. 유튜브 밴스드 못써서
광고 안볼려면 프리미엄 구독해야함.

안드폰 썻으면 지출하지 않앗엇도 될 치킨 한마리값이
매달 공중분해되고잇음.


2. LTE모드, 60hz 사용시 갤럭시S21은 화면켜짐 8시간 정도 가는데
아이폰12 미니는 동일조건에서 6시간도 못버팀.


3. 사기전에 유튜버들이 아이폰12 미니도 스피커 좋다고 하길래 어느정도 성능은 나와주는줄 알앗는데
갤21보다 구린건 물론이고 2018년에 출시한 구글 픽셀3 보다도 구림.

기기 크기가 작아서 스피커도 구릴수 밖에 없는거 아니냐? 라고 반박할수잇는데
픽셀3도 아이폰12 미니랑 크기 별로 차이안남 (화면크기 0.1인치 차이남).


4. ""iOS는 SW 최적화 개쩔어서 4기가만 되도 안드 12기가랑 맞먹는다"" 라는 개소리 하는 놈은
개미친 앱등이라고 보면됨.

램 4기가 아이폰12 미니 쓰는데
체감상 램8기가 갤21 보다 리프레시 더 빈번하게 발생함.


5. 안드폰용 디시 공앱은
글목록 글씨, 글내용 글씨, 댓글 글씨 셋다 각각 크기조절 가능한데.

아이폰용 디시 공앱은
글목록 글씨, 글내용 글씨 크기만 설정가능하고 댓글 글씨는 크기 조정 불가능.

댓글 글씨 크기 개작아서
보려면 눈 개아픔."
아는놈이 갑자기 자기번호 없어지도 친구명의로 폰만들어 쓰던데..,2021-11-06 17:16:41,"집에 굴러다니던 흐드륙 있었는데

쓸만한 댁앰 물려주니 정말 좋네 구동력이 뭔지 이제 알았음

지금껏 엘지폰하고 꼬다리 직결하고 어둡고 탁한 깡통소리로 착각함


- dc official App"
레올라 눈나 신곡이 왜 안나오고있는거지...,2021-11-06 17:13:35,"집에 굴러다니던 흐드륙 있었는데

쓸만한 댁앰 물려주니 정말 좋네 구동력이 뭔지 이제 알았음

지금껏 엘지폰하고 꼬다리 직결하고 어둡고 탁한 깡통소리로 착각함


- dc official App"
qcy t13지금 젤싸게파는데가어디야?,2021-11-06 17:12:35,가격은 존나 마음에 드는데
Pan_cake 최준서양같은 후후,2021-11-06 17:11:47,"프리즘이무난하다고하는데 너무 비쌈

노트북 3.5단자, 태블릿에 디렘덱하고 물리려는데

약간 더 싼 거 없나?"
텐치짐 스타게이트 주문함,2021-11-06 17:10:31,아는놈이 갑자기 자기번호 없어지도 친구명의로 폰만들어 쓰던데..이거 사채쓰고 도망다니는 거야? 토토같은거 하던데
라놀린 = 귀여움 황금귀 박사님,2021-11-06 17:05:24,노래 짱잘하는눈나인데 왜 안나와...
청음해본건 많은데 사다써본건 별로없네,2021-11-06 17:01:52,"전에 만사천얼마에삿는데 출근길버스타려고 일어나는순간 귀에서 한짝빠지더니 귀신같이 하수구구녕으로들어가더라 ㅆㅂ ㅡㅡ
바로 하나살라는데 젤싼데가어디냐 가격왜다올랏냐 다만7천이상이네.."
소니 WF-1000XM4 안 먹먹하냐?,2021-11-06 16:58:59,"후후
- dc official App"
여기 주둥이터는 새끼들 주제를 알아야지,2021-11-06 16:57:48,아이폰 쓰는데 괜찮냐
구아리아랑 스텔스 마그넷 버전이랑 이어패드 동일함?,2021-11-06 16:56:29,아빠털
d9200 치찰음 오지게 쏴대네 오늘,2021-11-06 16:55:38,"사다써본건 xm4 순다라 흐드륙 액정x 흐드팔 흐드팔이공

거지라 아직도 갈길이 멀었다캄"
템포텍 꼬다리 신제품 나옴,2021-11-06 16:54:14,"그래프만 보면 저음 빵빵에 고음 먹먹인 것 같은데

내 취향일 것 같긴 한데 대중적인 튜닝임?"
지듣노바,2021-11-06 16:53:08,디렘하나면 박사님 수제자가 될 가능성은 충분히 높다라는 말만함
득삼프플 짤막후기,2021-11-06 16:52:49,"드라이버만 바뀜?
- dc official App"
놀린아<<< 이렇게 당당하게 닉언해도,2021-11-06 16:52:17,얘 원래이러냐
템포텍 꼬다리 신제품 나옴,2021-11-06 16:54:14,"이쁘게 잘 나왔는데??
가격도 E44, E35보다 쌈"
지듣노바,2021-11-06 16:53:08,"https://youtu.be/JtgKqA0oTzs
이헤남 보사노바해"
득삼프플 짤막후기,2021-11-06 16:52:49,"흐드륙으로 e30이랑 비청

e30이 득삼보다 먹먹한소리가 남

e30 me개봉 포장완료"
놀린아<<< 이렇게 당당하게 닉언해도,2021-11-06 16:52:17,"아무도 터치를 안함

마치 아들 포기한 부모의 모습이랄까나.
- 음악은 계속된다."
흐드600 사야지~,2021-11-06 16:52:14,"회사 복지몰에서 439000원에 파는거 복지 포인트 써서 들여올거임

사회 초년생쟝 처음 써보는 복지 포인트 너무 좋은 거시야요"
오늘 진정한 기만의맛을봤따,2021-11-06 16:51:59,"하..
- dc official App"
내가 소싯적에 소시지를 구웠는데 씨발,2021-11-06 16:51:34,기훈이형
이헤갤 좆목심한편이라고 보냐?,2021-11-06 16:51:14,어떤편이냐
와 씨발,2021-11-06 16:50:41,기훈이형
글카 올린 거 연락 안 오네?,2021-11-06 16:50:33,1060 39는 좀 과했나 흠..
UA2 와따,2021-11-06 16:49:31,"이걸루 스위치게임 할끄다 우하하








- dc official App"
와 씨발 이게 오네 ㅋㅋㅋㅋㅋ,2021-11-06 16:48:28,안올줄 알고 포기했는데 ㅋㅋㅋㅋ
시발 오늘은 좆좆좆이네,2021-11-06 16:47:36,- dc official App
헫폰 살짝미루고 소스업글할지,2021-11-06 16:46:54,"솔지 지금 자주쓰는 블랙라벨 소리 ㅈㄴ거칠고 여유가없음

구림"
수연 고로시 단톡방,2021-11-06 16:46:08,"아 로갓안했다
- 음악은 계속된다."
